true_cos,est_cos,error,n,m
-0.02367053437262373,-0.024541228522912142,0.0008706941502884119,512,128
-0.024291986189311512,-0.09801714032956065,0.07372515414024913,512,128
-0.051401209663812356,0.09801714032956077,0.1494183499933731,512,128
0.0449304629556221,0.09801714032956077,0.05308667737393867,512,128
0.054879863854366336,0.049067674327418126,0.00581218952694821,512,128
0.05371727459234301,-0.12241067519921615,0.17612794979155916,512,128
0.011762476516141825,-0.024541228522912142,0.03630370503905397,512,128
-0.06354178312879966,-0.21910124015686966,0.15555945702807,512,128
-0.02743350639047049,0.19509032201612833,0.22252382840659882,512,128
-0.0286305662084107,-0.09801714032956065,0.06938657412114994,512,128
0.015393575141477212,0.17096188876030136,0.15556831361882414,512,128
-0.028044657130434664,-0.17096188876030124,0.14291723162986658,512,128
-0.015995511598231107,-0.12241067519921615,0.10641516360098505,512,128
-0.09015028974165473,0.024541228522912264,0.114691518264567,512,128
-0.011530645534684376,0.09801714032956077,0.10954778586424514,512,128
-0.03712502328610164,-0.09801714032956065,0.060892117043459,512,128
-0.07062002993619909,-0.04906767432741801,0.021552355608781083,512,128
0.09159412855442736,0.2667127574748984,0.17511862892047106,512,128
0.008040283888623913,-0.12241067519921615,0.13045095908784007,512,128
0.016853683107386483,-0.14673047445536164,0.16358415756274813,512,128
-0.049533810936586514,-0.09801714032956065,0.04848332939297413,512,128
0.029330276963495674,0.049067674327418126,0.01973739736392245,512,128
-0.07320401349202466,-0.21910124015686966,0.145897226664845,512,128
-0.01265133716477626,0.12241067519921628,0.13506201236399254,512,128
-0.1202580817195984,0.14673047445536175,0.26698855617496015,512,128
0.059898918579861404,-0.1950903220161282,0.2549892405959896,512,128
0.09049125063769584,6.123233995736766e-17,0.09049125063769578,512,128
-0.0544235419209254,0.2667127574748984,0.32113629939582383,512,128
0.007507745045632333,0.049067674327418126,0.04155992928178579,512,128
0.0021917446667209933,0.12241067519921628,0.12021893053249529,512,128
0.04606932170465954,0.2667127574748984,0.22064343577023887,512,128
0.07380110352025535,0.024541228522912264,0.04925987499734308,512,128
-0.017435912915400184,-0.04906767432741801,0.031631761412017824,512,128
-0.02902237733576075,0.09801714032956077,0.1270395176653215,512,128
