true_cos,est_cos,error,n,m
-0.050210092185678255,-0.14673047445536164,0.09652038226968337,128,64
-0.15529477256027852,0.19509032201612833,0.3503850945764069,128,64
-0.1250608491708126,0.049067674327418126,0.17412852349823071,128,64
0.10657589149349345,6.123233995736766e-17,0.10657589149349339,128,64
-0.04264527790312596,-0.1950903220161282,0.15244504411300225,128,64
-0.04384930492672973,-0.14673047445536164,0.10288116952863191,128,64
0.029001934953675673,0.049067674327418126,0.020065739373742453,128,64
0.08561908247369035,-0.04906767432741801,0.13468675680110836,128,64
-0.07915664746746684,6.123233995736766e-17,0.0791566474674669,128,64
-0.12654236519449094,-0.33688985339221994,0.210347488197729,128,64
0.04160300704581109,-0.29028467725446216,0.33188768430027327,128,64
-0.03611126307177706,-0.4713967368259977,0.43528547375422066,128,64
0.06980308369012132,-0.09801714032956065,0.16782022401968197,128,64
-0.007675350521914259,-0.1950903220161282,0.18741497149421393,128,64
-0.11894271858830437,-0.1950903220161282,0.07614760342782383,128,64
-0.003837853033490296,0.049067674327418126,0.05290552736090842,128,64
0.016996064548140295,6.123233995736766e-17,0.016996064548140233,128,64
-0.020799473075382848,-0.33688985339221994,0.3160903803168371,128,64
-0.057169221875760005,0.049067674327418126,0.10623689620317814,128,64
-0.01051979530836716,-0.09801714032956065,0.08749734502119348,128,64
-0.017699348709665764,-0.5141027441932217,0.4964033954835559,128,64
0.06394153575277414,0.09801714032956077,0.03407560457678663,128,64
-0.02667714469656198,0.09801714032956077,0.12469428502612276,128,64
-0.004703593617257071,0.19509032201612833,0.1997939156333854,128,64
-0.06433953320690568,-0.14673047445536164,0.08239094124845596,128,64
-0.14598763877928528,0.33688985339222005,0.48287749217150533,128,64
0.016325256739146615,-0.04906767432741801,0.06539293106656463,128,64
-0.07479911885551911,-0.04906767432741801,0.025731444528101104,128,64
0.07892114153354919,-0.09801714032956065,0.17693828186310984,128,64
0.044915969158021374,-0.14673047445536164,0.191646443613383,128,64
0.043394914502504905,0.24298017990326398,0.19958526540075908,128,64
-0.15251534038014916,-0.1950903220161282,0.04257498163597903,128,64
-0.0141802775657494,0.24298017990326398,0.2571604574690134,128,64
