true_cos,est_cos,error,n,m
-0.050210092185678255,-0.3826834323650897,0.3324733401794115,128,32
0.0342697477546557,0.38268343236508984,0.34841368461043415,128,32
-0.04729496598866323,0.09801714032956077,0.145312106318224,128,32
0.05872163870969904,0.09801714032956077,0.03929550161986173,128,32
-0.11859266571453478,0.19509032201612833,0.3136829877306631,128,32
-0.1323337213517855,-0.1950903220161282,0.06275660066434269,128,32
0.08013840751830337,0.09801714032956077,0.017878732811257403,128,32
-0.17640058866874025,-0.1950903220161282,0.018689733347387938,128,32
0.06519659554226309,0.29028467725446233,0.22508808171219924,128,32
0.1429198133816698,-0.1950903220161282,0.338010135397798,128,32
0.006024766885497147,0.5555702330196023,0.5495454661341052,128,32
-0.05041437476873072,0.09801714032956077,0.1484315150982915,128,32
0.035450786868458435,6.123233995736766e-17,0.03545078686845837,128,32
-0.030404954798829084,-0.29028467725446216,0.25987972245563307,128,32
-0.08947135394745367,-0.1950903220161282,0.10561896806867452,128,32
0.021493936515259573,-0.29028467725446216,0.3117786137697217,128,32
0.17571720586095915,-0.555570233019602,0.7312874388805611,128,32
-0.11561218236034242,6.123233995736766e-17,0.11561218236034247,128,32
-0.08870926132051285,6.123233995736766e-17,0.0887092613205129,128,32
-0.10206263023337203,-0.09801714032956065,0.004045489903811386,128,32
0.053354576978084545,6.123233995736766e-17,0.05335457697808448,128,32
0.1398313455569154,6.123233995736766e-17,0.13983134555691534,128,32
-0.14314780914971847,0.5555702330196023,0.6987180421693208,128,32
0.14853936552412272,0.09801714032956077,0.050522225194561954,128,32
-0.03631744939102929,0.29028467725446233,0.3266021266454916,128,32
-0.11927056205878235,0.09801714032956077,0.2172877023883431,128,32
0.090805319047999,-0.09801714032956065,0.18882245937755965,128,32
0.08338476829149555,0.19509032201612833,0.11170555372463278,128,32
-0.02461701057805974,6.123233995736766e-17,0.024617010578059803,128,32
-0.037564511684973906,0.29028467725446233,0.32784918893943626,128,32
-0.022626403511923583,-0.09801714032956065,0.07539073681763706,128,32
0.12311478072088713,-0.3826834323650897,0.5057982130859768,128,32
0.11666089456357596,0.09801714032956077,0.018643754234015195,128,32
-0.04010656323361658,-0.1950903220161282,0.1549837587825116,128,32
0.11520872600087578,-0.3826834323650897,0.4978921583659655,128,32
-0.00020275124001176495,0.29028467725446233,0.2904874284944741,128,32
-0.07946741429932411,0.29028467725446233,0.3697520915537864,128,32
0.01030276578316875,0.19509032201612833,0.1847875562329596,128,32
0.013307875548771261,-0.3826834323650897,0.395991307913861,128,32
0.007314811071369151,6.123233995736766e-17,0.0073148110713690895,128,32
0.15121124315021361,-0.09801714032956065,0.24922838347977427,128,32
0.05159209365535193,-0.09801714032956065,0.14960923398491258,128,32
0.1349738762774546,-0.29028467725446216,0.42525855353191677,128,32
-0.07194516522510384,6.123233995736766e-17,0.0719451652251039,128,32
0.0032038976981387177,-0.29028467725446216,0.2934885749526009,128,32
0.05165679945108896,-0.1950903220161282,0.24674712146721717,128,32
0.1211871555371889,6.123233995736766e-17,0.12118715553718884,128,32
-0.11287616547891008,-0.09801714032956065,0.014859025149349434,128,32
-0.0884852855330614,-0.09801714032956065,0.009531854796499248,128,32
-0.09679961623370623,6.123233995736766e-17,0.09679961623370628,128,32
-0.0029469490389525017,0.4713967368259978,0.4743436858649503,128,32
-0.10603053480435412,6.123233995736766e-17,0.10603053480435418,128,32
-0.0456717571269199,0.38268343236508984,0.42835518949200974,128,32
-0.042152690769648046,-0.09801714032956065,0.0558644495599126,128,32
0.03513873462527048,0.5555702330196023,0.5204314983943318,128,32
0.02833062953707715,-0.29028467725446216,0.3186153067915393,128,32
0.11035269522063221,-0.29028467725446216,0.40063737247509434,128,32
0.011015646076844098,-0.3826834323650897,0.3936990784419338,128,32
-0.15054224194089053,0.19509032201612833,0.34563256395701886,128,32
-0.09673762259194074,-0.09801714032956065,0.0012795177376199035,128,32
-0.007010720941585558,0.19509032201612833,0.2021010429577139,128,32
