true_cos,est_cos,error,n,m
0.08773536796637858,0.19509032201612833,0.10735495404974975,64,32
-0.11287372576818824,-0.3826834323650897,0.2698097065969015,64,32
0.03508664239270791,0.19509032201612833,0.16000367962342044,64,32
0.12579717170589017,0.38268343236508984,0.25688626065919967,64,32
-0.027419141671753015,-0.1950903220161282,0.16767118034437517,64,32
-0.15308311786536521,-0.1950903220161282,0.04200720415076298,64,32
0.1569687180708212,-0.1950903220161282,0.3520590400869494,64,32
0.07947203894342332,-0.1950903220161282,0.2745623609595515,64,32
-0.11565502170064372,-0.09801714032956065,0.017637881371083075,64,32
-0.004003565267803964,0.4713967368259978,0.4754003020938018,64,32
0.036326603765351004,0.29028467725446233,0.2539580734891113,64,32
-0.028867581624586948,0.09801714032956077,0.1268847219541477,64,32
0.15932820910543277,0.09801714032956077,0.061311068775872,64,32
0.2115090686451452,0.5555702330196023,0.3440611643744571,64,32
-0.15016723620764796,-0.09801714032956065,0.05215009587808732,64,32
0.12989029127157842,6.123233995736766e-17,0.12989029127157836,64,32
0.06521303485248856,-0.1950903220161282,0.2603033568686167,64,32
-0.04560061398527519,-0.09801714032956065,0.05241652634428545,64,32
0.09573558109216915,-0.09801714032956065,0.19375272142172978,64,32
-0.05024858038028907,-0.1950903220161282,0.14484174163583913,64,32
-0.18161084931981245,6.123233995736766e-17,0.1816108493198125,64,32
-0.10410071260841351,-0.4713967368259977,0.36729602421758417,64,32
0.19227466163392115,6.123233995736766e-17,0.1922746616339211,64,32
0.13479514504805337,0.09801714032956077,0.0367780047184926,64,32
0.07288940021479604,0.19509032201612833,0.1222009218013323,64,32
0.03016219605673634,0.09801714032956077,0.06785494427282443,64,32
0.12429981748269157,0.19509032201612833,0.07079050453343676,64,32
-0.10591445713687407,0.19509032201612833,0.3010047791530024,64,32
-0.12201662378472929,0.19509032201612833,0.31710694580085763,64,32
-0.053180725514656475,0.09801714032956077,0.15119786584421724,64,32
0.13507169218357054,-0.29028467725446216,0.4253563694380327,64,32
0.09394027848421657,0.29028467725446233,0.19634439877024576,64,32
0.08722071320845859,0.09801714032956077,0.010796427121102181,64,32
-0.09216842888831067,0.29028467725446233,0.382453106142773,64,32
0.010170014242222039,0.29028467725446233,0.2801146630122403,64,32
-0.06441164704910926,-0.09801714032956065,0.033605493280451385,64,32
0.059862172108098896,-0.1950903220161282,0.2549524941242271,64,32
-0.02175531460677816,0.09801714032956077,0.11977245493633892,64,32
