true_cos,est_cos,error,n,m
0.08773536796637858,0.8314696123025452,0.7437342443361666,64,16
0.25469869712523074,6.123233995736766e-17,0.2546986971252307,64,16
-0.036614087911512425,-0.1950903220161282,0.15847623410461575,64,16
-0.22906932727159332,0.19509032201612833,0.42415964928772165,64,16
-0.06174197384836097,0.19509032201612833,0.2568322958644893,64,16
-0.15242457280438387,-0.3826834323650897,0.23025885956070585,64,16
0.024441351515229352,-0.3826834323650897,0.4071247838803191,64,16
-0.011984581760629442,0.5555702330196023,0.5675548147802317,64,16
-0.02638412501585657,-0.1950903220161282,0.16870619700027162,64,16
0.18099342566049023,-0.1950903220161282,0.37608374767661845,64,16
0.01383990597904003,-0.1950903220161282,0.20893022799516822,64,16
0.01317309283119382,-0.3826834323650897,0.39585652519628356,64,16
-0.26824007928789884,0.19509032201612833,0.46333040130402714,64,16
0.1806936984555856,6.123233995736766e-17,0.18069369845558556,64,16
-0.025092739764991073,0.38268343236508984,0.4077761721300809,64,16
-0.0044343225808768025,0.5555702330196023,0.5600045556004791,64,16
-0.07523483468946862,6.123233995736766e-17,0.07523483468946868,64,16
-0.2091191163532458,6.123233995736766e-17,0.20911911635324584,64,16
-0.02214918050597625,-0.3826834323650897,0.3605342518591135,64,16
0.1950755925957673,0.38268343236508984,0.18760783976932255,64,16
-0.06268797625801013,6.123233995736766e-17,0.06268797625801019,64,16
0.0346596466237312,6.123233995736766e-17,0.03465964662373114,64,16
-0.02340504554476229,-0.3826834323650897,0.3592783868203274,64,16
0.12647901120498567,0.38268343236508984,0.25620442116010417,64,16
0.03563024632257049,0.19509032201612833,0.15946007569355786,64,16
0.05491694431935635,0.38268343236508984,0.3277664880457335,64,16
-0.03431012711516419,6.123233995736766e-17,0.034310127115164256,64,16
0.056493161111978704,0.38268343236508984,0.3261902712531111,64,16
0.11945707257542988,0.38268343236508984,0.26322635978965997,64,16
0.07748572150036064,6.123233995736766e-17,0.07748572150036058,64,16
-0.03986386589974797,-0.7071067811865475,0.6672429152867995,64,16
-0.18751489602484675,6.123233995736766e-17,0.1875148960248468,64,16
-0.17601708247852788,6.123233995736766e-17,0.17601708247852793,64,16
-0.04560061398527519,0.7071067811865476,0.7527073951718227,64,16
-0.013069622744538725,0.19509032201612833,0.20815994476066707,64,16
0.044973781414532635,-0.1950903220161282,0.2400641034306608,64,16
-0.2619259280937561,-0.1950903220161282,0.0668356060776279,64,16
-0.052876527100199584,6.123233995736766e-17,0.05287652710019965,64,16
-0.11124589272120294,6.123233995736766e-17,0.111245892721203,64,16
0.0855732823436432,0.38268343236508984,0.29711015002144664,64,16
0.13065097604950537,0.5555702330196023,0.4249192569700969,64,16
0.10499586703017799,-0.555570233019602,0.66056610004978,64,16
-0.1728966865457655,6.123233995736766e-17,0.17289668654576557,64,16
-0.1477285689861766,0.19509032201612833,0.3428188910023049,64,16
0.11780542582384132,0.19509032201612833,0.07728489619228701,64,16
0.12119488318267718,0.5555702330196023,0.4343753498369251,64,16
0.14319354489029198,0.7071067811865476,0.5639132362962556,64,16
