true_cos,est_cos,error,n,m
-0.02367053437262373,0.17096188876030136,0.1946324231329251,512,256
0.13375682952635937,-0.012271538285719823,0.1460283678120792,512,256
-0.0006169010652422244,0.049067674327418126,0.04968457539266035,512,256
0.028440881486983333,0.06132073630220865,0.03287985481522532,512,256
0.010503476728204975,-0.036807222941358866,0.04731069966956384,512,256
-0.08790217523600174,-0.024541228522912142,0.0633609467130896,512,256
-0.043656395460174906,0.024541228522912264,0.06819762398308717,512,256
-0.03140124184866519,-0.17096188876030124,0.13956064691163605,512,256
0.07018339124327598,0.13458070850712622,0.06439731726385024,512,256
0.01620400952245192,0.049067674327418126,0.032863664804966206,512,256
-0.032130835709372654,0.06132073630220865,0.0934515720115813,512,256
0.05362445876915845,0.06132073630220865,0.007696277533050196,512,256
0.00036701715619557457,0.11022220729388318,0.1098551901376876,512,256
0.006382968748352376,-0.12241067519921615,0.12879364394756854,512,256
-0.054030722865947914,0.012271538285719944,0.06630226115166786,512,256
0.046219526998070706,6.123233995736766e-17,0.046219526998070644,512,256
0.03091750840664341,0.024541228522912264,0.006376279883731146,512,256
0.08771475991754585,-0.3020059493192281,0.38972070923677393,512,256
-0.009895471012837066,6.123233995736766e-17,0.009895471012837127,512,256
0.040392269769492575,-0.012271538285719823,0.0526638080552124,512,256
-0.016856311281468375,-0.09801714032956065,0.08116082904809227,512,256
0.011075020411030683,0.012271538285719944,0.0011965178746892614,512,256
0.004841693250257479,0.06132073630220865,0.05647904305195117,512,256
0.01660035492774144,0.049067674327418126,0.03246731939967669,512,256
0.032622446348980934,-0.08579731234443976,0.1184197586934207,512,256
-0.037986443932115393,-0.14673047445536164,0.10874403052324624,512,256
-0.011178302454441085,-0.1345807085071261,0.12340240605268503,512,256
0.007662229967781906,-0.1950903220161282,0.2027525519839101,512,256
-0.029482387581952676,0.09801714032956077,0.12749952791151345,512,256
0.04857378747375254,-0.08579731234443976,0.13437109981819229,512,256
0.0025610380865968216,0.08579731234443988,0.08323627425784305,512,256
0.09908392869446608,0.06132073630220865,0.037763192392257436,512,256
-0.018883120861591676,-0.024541228522912142,0.005658107661320466,512,256
-0.07598643390490505,-0.04906767432741801,0.026918759577487038,512,256
-0.014372345619443684,0.024541228522912264,0.038913574142355946,512,256
-0.01646261161063131,-0.15885814333386128,0.14239553172322997,512,256
-0.08677248459214197,0.12241067519921628,0.20918315979135826,512,256
0.014972098102551365,0.012271538285719944,0.00270055981683142,512,256
0.05195897225428166,-0.06132073630220853,0.1132797085564902,512,256
0.029259706945254742,0.06132073630220865,0.0320610293569539,512,256
-0.04953655000826772,-0.12241067519921615,0.07287412519094844,512,256
-0.07516062944910473,-0.08579731234443976,0.010636682895335023,512,256
0.0324801240777393,-0.036807222941358866,0.06928734701909817,512,256
0.03487931867205125,0.012271538285719944,0.0226077803863313,512,256
0.0677649801644685,-0.06132073630220853,0.12908571646667702,512,256
0.08804374969197731,-0.11022220729388306,0.19826595698586036,512,256
0.09643846438780065,-0.12241067519921615,0.2188491395870168,512,256
-0.05438173649127571,0.03680722294135899,0.09118895943263469,512,256
-0.011516587750061029,-0.036807222941358866,0.025290635191297837,512,256
-0.008797192677071889,-0.07356456359966733,0.06476737092259544,512,256
-0.022181360019184897,-0.11022220729388306,0.08804084727469816,512,256
-0.029340452866194452,0.03680722294135899,0.06614767580755344,512,256
-0.024079358386791178,0.03680722294135899,0.06088658132815017,512,256
0.015482026746814292,-0.012271538285719823,0.027753565032534115,512,256
-0.047233702686699186,0.024541228522912264,0.07177493120961145,512,256
